timestamp,origin,destination,summary_route,travel_time_seconds,travel_time_minutes,distance_meters,distance_km
2025-05-26T21:13:51.464890,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1624,27.07,14557,14.56
2025-05-26T21:18:53.287434,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,2152,35.87,17613,17.61
2025-05-26T21:18:53.548024,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,730,12.17,5825,5.83
2025-05-26T21:18:53.815140,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,709,11.82,3134,3.13
2025-05-26T21:18:54.013300,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,452,7.53,3160,3.16
2025-05-26T21:18:54.482790,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,2875,47.92,19631,19.63
2025-05-26T21:18:54.683834,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,948,15.8,6545,6.54
2025-05-26T21:18:54.944427,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2325,38.75,16860,16.86
2025-05-26T21:18:55.130728,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,235,3.92,1167,1.17
2025-05-26T21:18:55.416168,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1699,28.32,12280,12.28
2025-05-26T21:18:56.052032,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1609,26.82,14557,14.56
2025-05-26T21:23:56.933255,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,2120,35.33,17613,17.61
2025-05-26T21:23:57.253654,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,731,12.18,5825,5.83
2025-05-26T21:23:57.595703,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,691,11.52,3134,3.13
2025-05-26T21:23:58.206463,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,472,7.87,3160,3.16
2025-05-26T21:23:59.070448,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,2882,48.03,19631,19.63
2025-05-26T21:23:59.378979,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,865,14.42,6545,6.54
2025-05-26T21:23:59.815788,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2405,40.08,16860,16.86
2025-05-26T21:24:00.139844,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,233,3.88,1167,1.17
2025-05-26T21:24:00.784947,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1705,28.42,12280,12.28
2025-05-26T21:24:01.504719,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1601,26.68,14557,14.56
2025-05-26T21:29:02.064842,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,2093,34.88,17613,17.61
2025-05-26T21:29:02.293958,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,717,11.95,5825,5.83
2025-05-26T21:29:02.549828,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,665,11.08,3134,3.13
2025-05-26T21:29:02.778180,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,453,7.55,3160,3.16
2025-05-26T21:29:03.378047,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,2822,47.03,19901,19.9
2025-05-26T21:29:03.593942,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,848,14.13,6545,6.54
2025-05-26T21:29:03.948708,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2478,41.3,16860,16.86
2025-05-26T21:29:04.179227,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,236,3.93,1167,1.17
2025-05-26T21:29:04.465686,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1696,28.27,12280,12.28
2025-05-26T21:29:05.211733,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1572,26.2,14557,14.56
2025-05-26T21:34:05.775706,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,2095,34.92,17613,17.61
2025-05-26T21:34:06.115110,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,700,11.67,5825,5.83
2025-05-26T21:34:06.364869,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,666,11.1,3127,3.13
2025-05-26T21:34:06.683410,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,431,7.18,3160,3.16
2025-05-26T21:34:07.198201,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,2800,46.67,19591,19.59
2025-05-26T21:34:07.457682,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,841,14.02,6545,6.54
2025-05-26T21:34:07.746031,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2496,41.6,16860,16.86
2025-05-26T21:34:07.970915,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,250,4.17,1167,1.17
2025-05-26T21:34:08.336963,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1682,28.03,12280,12.28
2025-05-26T21:34:09.071268,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1555,25.92,14557,14.56
2025-05-26T21:39:10.936194,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,2077,34.62,17613,17.61
2025-05-26T21:39:11.204366,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,699,11.65,5825,5.83
2025-05-26T21:39:11.490047,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,645,10.75,3127,3.13
2025-05-26T21:39:11.832495,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,435,7.25,3160,3.16
2025-05-26T21:39:12.434302,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,2771,46.18,19591,19.59
2025-05-26T21:39:12.749002,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,833,13.88,6545,6.54
2025-05-26T21:39:13.128415,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2519,41.98,16860,16.86
2025-05-26T21:39:13.415501,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,261,4.35,1167,1.17
2025-05-26T21:39:13.779705,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1658,27.63,12280,12.28
2025-05-26T21:39:14.434272,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1554,25.9,14557,14.56
